Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
0,0,42,Other,0,4.30,04-May,0,0,Other,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.67,0,0,0,0,0,18,17.18,4,1,5,1,0,Americas,0,0,Other,2014,16694,0.59
0,0,31,Engineer-Other,0,1.20,01-Feb,0,0,Masters,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.42,0,0,0,0,0,11,10.84,9,1,10,1,0,Americas,0,0,Other,2013,16822,0.44
0,0,22,Computers,0,1.08,01-Feb,0,1,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,0,IC,High,0,No Change,IT,2.25,0,0,0,0,0,4,2.16,2,1,3,0,0,Unknown,0,0,Other,2014,23022,0.53
0,0,22,Other,0,0.00,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,,High,0,No Change,Other,0.92,0,0,0,0,0,1,0.00,0,1,1,0,0,Unknown,0,0,Other,2013,23036,0.70
0,0,23,Computers,0,1.00,01-Feb,0,1,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,0,IC,High,0,No Change,IT,1.84,0,0,0,0,0,5,3.01,3,1,4,0,0,Unknown,0,0,Other,2013,23038,0.57
0,0,23,Computers,0,1.00,01-Feb,0,1,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,0,IC,High,0,No Change,IT,1.84,0,0,0,0,0,5,3.01,3,1,4,0,0,Unknown,0,0,Other,2014,23038,0.57
0,0,42,Engineer-Director-VP-Mgmt,0,0.00,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,18.92,0,0,0,0,0,19,0.00,0,2,2,1,0,Americas,0,0,Other,2013,48522,0.08
0,0,42,Engineer-Director-VP-Mgmt,0,0.00,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,19.47,0,0,0,0,0,19,0.00,0,3,3,1,0,Americas,0,0,Other,2013,48522,0.08
0,0,42,Engineer-Director-VP-Mgmt,0,0.00,0-1,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Low,0,Promo,Engineer,18.92,0,0,0,0,0,19,0.00,0,2,2,1,0,Americas,0,0,Other,2014,48522,0.08
0,0,39,Engineer-Software,0,2.45,02-Mar,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.50,0,1,0,0,0,15,14.67,6,1,7,1,0,Americas,0,0,Other,2013,55009,0.43
0,0,46,Other,0,8.75,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,VP,Low,0,Promo,Other,8.96,0,0,0,0,0,18,8.75,1,3,4,1,0,Americas,0,0,Other,2013,63621,0.04
0,0,46,Other,0,8.75,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,VP,Low,0,Promo,Other,8.96,0,0,0,0,0,18,8.75,1,3,4,1,0,Americas,0,0,Other,2014,63621,0.04
0,0,61,Other,0,4.37,04-May,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.00,0,0,0,0,0,24,21.85,5,1,6,1,0,Americas,0,0,Other,2013,67912,0.62
0,0,61,Other,0,4.37,04-May,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.00,0,0,0,0,0,24,21.85,5,1,6,1,0,Americas,0,0,Other,2014,67912,0.62
0,0,22,Engineer-Other,0,0.00,0-1,0,0,Bachelors,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Engineer,4.09,0,0,0,0,0,4,0.00,0,1,1,1,0,Americas,0,0,Other,2014,113980,0.40
0,0,30,Engineer-Other,0,3.00,03-Apr,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Medium,1,No Change,Engineer,1.00,0,0,0,0,0,10,9.01,3,1,4,1,0,Americas,0,0,San Jose State University,2013,114019,0.41
0,0,43,Computers,0,2.09,02-Mar,0,1,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.50,0,0,0,0,0,17,16.76,8,1,9,1,0,Americas,0,0,Other,2013,114100,0.72
0,0,22,Other,0,0.70,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.00,0,0,0,0,0,3,2.09,3,1,4,1,0,Americas,0,0,Other,2013,116105,0.64
0,0,21,Marketing/Sales,0,0.92,0-1,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.00,0,0,0,0,0,3,1.83,2,1,3,1,0,Americas,0,0,Other,2013,116113,0.61
0,0,21,Marketing/Sales,0,0.92,0-1,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.00,0,0,0,0,0,3,1.83,2,1,3,1,0,Americas,0,0,Other,2014,116113,0.61
0,0,29,Other,0,3.63,03-Apr,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,No Change,Other,2.42,0,0,0,0,0,10,7.26,2,1,3,1,0,Americas,0,0,Other,2013,116121,0.49
0,0,29,Other,0,3.63,03-Apr,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,No Change,Other,2.42,0,0,0,0,0,10,7.26,2,1,3,1,0,Americas,0,0,Other,2014,116121,0.49
0,0,31,Engineer-Firmware,0,3.29,03-Apr,0,0,Masters,Other,0,0,India,Firmware,1,1,Men,1,1,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.33,0,0,0,0,0,7,6.59,2,1,3,0,0,India,0,0,Indian Institute of Technology,2012,149979,0.41
0,0,26,Other,0,1.08,01-Feb,0,0,Other,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.75,0,0,0,0,0,6,5.42,5,1,6,1,0,Americas,0,0,Other,2012,153145,0.68
0,1,32,Accounting/Finance,0,1.02,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,IC,High,0,No Change,Finance,0.25,0,0,0,0,0,4,4.08,4,1,5,0,0,EMEA,0,0,Other,2013,170136,0.73
0,0,24,Other,0,2.00,02-Mar,0,0,Bachelors,Engineering,0,0,Israel,Other,0,0,Women,0,0,1,0,1,1,0,1,IC,High,0,No Change,Other,1.09,0,0,0,0,0,3,2.00,1,1,2,0,0,Israel,0,0,Other,2012,170303,0.57
0,0,38,Engineer-Systems,0,2.94,02-Mar,0,0,Bachelors,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,3.34,0,0,0,1,0,15,11.76,4,2,6,1,0,Americas,1,0,University of California,2012,170419,0.15
0,0,38,Engineer-Systems,0,3.92,03-Apr,0,0,Bachelors,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,4.63,0,0,0,1,0,16,11.76,3,3,6,1,0,Americas,1,0,University of California,2013,170419,0.15
0,0,35,Engineer-Software,0,2.60,02-Mar,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,3.71,0,1,0,0,0,17,13.01,5,2,7,1,0,Americas,0,0,Other,2012,170511,0.15
0,0,35,Engineer-Software,0,2.60,02-Mar,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,Management,Low,0,Promo,Engineer,3.71,0,1,0,0,0,17,13.01,5,2,7,1,0,Americas,0,0,Other,2013,170511,0.15
0,0,26,Other,0,1.19,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Missing,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,1.58,0,0,0,0,0,6,4.75,4,1,5,0,0,Unknown,0,0,Other,2012,176018,0.59
0,0,26,Other,0,1.19,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Missing,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,1.58,0,0,0,0,0,6,4.75,4,1,5,0,0,Unknown,0,0,Other,2013,176018,0.59
0,0,26,Engineer-Software,0,0.81,0-1,1,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.67,0,1,0,0,0,5,2.42,3,1,4,1,0,Americas,0,0,California State University,2012,180975,0.40
0,0,26,Engineer-Software,0,0.81,0-1,1,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.67,0,1,0,0,0,5,2.42,3,1,4,1,0,Americas,0,0,California State University,2013,180975,0.40
0,0,26,Engineer-Software,0,0.63,0-1,0,0,Masters,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.41,0,1,0,0,0,4,2.50,4,1,5,1,1,Americas,0,0,USC,2013,180978,0.42
0,0,26,Engineer-Software,0,0.83,0-1,0,0,Masters,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.95,0,1,0,0,0,4,2.50,3,2,5,1,1,Americas,0,0,USC,2013,180978,0.42
0,0,22,Engineer-Software,0,0.00,0-1,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,3.51,0,1,0,0,0,4,0.00,0,1,1,0,0,EMEA,0,0,Other,2012,181009,0.40
0,0,22,Engineer-Software,0,0.00,0-1,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,3.51,0,1,0,0,0,4,0.00,0,1,1,0,0,EMEA,0,0,Other,2013,181009,0.40
0,0,30,Engineer-Firmware,0,3.75,03-Apr,0,0,Missing,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,8.67,0,0,0,0,0,12,3.75,1,1,2,0,0,Unknown,0,0,Other,2012,181012,0.30
0,0,30,Engineer-Firmware,0,0.00,0-1,0,0,Missing,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,10.30,0,0,0,0,0,14,3.75,0,2,2,0,0,Unknown,0,0,Other,2013,181012,0.30
0,0,35,Engineer-Software,0,2.23,02-Mar,0,0,Doctorate,Other,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,6.25,0,1,0,0,0,17,11.17,5,1,6,0,0,EMEA,0,0,Other,2012,181029,0.32
0,0,35,Engineer-Software,0,2.23,02-Mar,0,0,Doctorate,Other,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,6.25,0,1,0,0,0,17,11.17,5,1,6,0,0,EMEA,0,0,Other,2013,181029,0.32
0,0,25,Engineer-Other,0,1.90,01-Feb,0,0,Masters,Business,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,1.84,0,0,0,0,0,13,11.42,6,1,7,1,0,Americas,0,0,Other,2012,181043,0.40
0,0,25,Engineer-Other,0,2.28,02-Mar,0,0,Masters,Business,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,3.38,0,0,0,0,0,15,11.42,5,2,7,1,0,Americas,0,0,Other,2013,181043,0.40
0,0,32,Engineer-Software,0,0.56,0-1,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,Promo,Engineer,3.76,0,1,0,0,0,5,1.67,3,2,5,0,0,APAC,0,0,Other,2012,181062,0.16
0,0,32,Engineer-Software,0,0.56,0-1,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,Promo,Engineer,3.76,0,1,0,0,0,5,1.67,3,2,5,0,0,APAC,0,0,Other,2013,181062,0.16
0,0,32,Engineer-Software,0,0.83,0-1,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,Promo,Engineer,4.71,0,1,0,0,0,6,1.67,2,3,5,0,0,APAC,0,0,Other,2013,181062,0.16
0,0,42,Engineer-Firmware,0,4.34,04-May,0,0,Bachelors,Engineering,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,1.25,0,0,0,0,0,19,17.34,4,1,5,0,0,EMEA,0,0,Other,2013,181070,0.40
0,0,55,Engineer-Software,0,3.95,03-Apr,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.67,0,1,0,0,0,13,11.84,3,1,4,1,0,Americas,1,0,University of California,2012,181076,0.44
0,0,37,Engineer-Software,0,2.67,02-Mar,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,6.34,0,1,0,0,0,14,8.01,3,2,5,1,0,Americas,0,0,Other,2012,181078,0.13
0,0,37,Engineer-Software,0,2.67,02-Mar,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,6.34,0,1,0,0,0,14,8.01,3,2,5,1,0,Americas,0,0,Other,2013,181078,0.13
0,0,37,Engineer-Software,0,4.00,04-May,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,7.22,0,1,0,0,0,15,8.01,2,3,5,1,0,Americas,0,0,Other,2013,181078,0.13
0,0,35,Computers,0,1.60,01-Feb,0,1,Bachelors,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,Management,Medium,0,Promo,IT,10.72,0,0,0,0,0,17,6.42,4,2,6,0,0,EMEA,0,0,Other,2012,181086,0.16
0,0,35,Computers,0,1.60,01-Feb,0,1,Bachelors,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,Management,Medium,0,Promo,IT,10.72,0,0,0,0,0,17,6.42,4,2,6,0,0,EMEA,0,0,Other,2013,181086,0.16
0,0,62,Engineer-Software,0,4.99,04-May,0,0,Masters,Computers,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,0.83,0,1,0,0,0,26,24.94,5,1,6,0,0,EMEA,0,0,Other,2013,181099,0.43
0,0,23,Engineer-Software,0,0.80,0-1,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.00,0,1,0,0,0,5,4.01,5,1,6,1,0,Americas,1,0,University of California,2012,181109,0.42
0,0,23,Engineer-Software,0,0.80,0-1,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.00,0,1,0,0,0,5,4.01,5,1,6,1,0,Americas,1,0,University of California,2013,181109,0.42
0,0,25,Engineer-Other,0,3.47,03-Apr,0,0,Bachelors,Computers,0,0,Israel,Other,1,0,Men,0,0,1,0,1,1,0,0,IC,Medium,0,No Change,Engineer,3.09,0,0,0,0,0,14,10.42,3,1,4,0,0,Israel,0,0,Other,2012,181116,0.35
0,0,25,Engineer-Other,0,3.47,03-Apr,0,0,Bachelors,Computers,0,0,Israel,Other,1,0,Men,0,0,1,0,1,1,0,0,IC,Medium,0,No Change,Engineer,3.09,0,0,0,0,0,14,10.42,3,1,4,0,0,Israel,0,0,Other,2013,181116,0.35
0,0,25,Engineer-Other,0,5.21,04-May,0,0,Bachelors,Computers,0,0,Israel,Other,1,0,Men,0,0,1,0,1,1,0,0,IC,Medium,0,No Change,Engineer,3.29,0,0,0,0,0,14,10.42,2,2,4,0,0,Israel,0,0,Other,2013,181116,0.35
0,0,61,Engineer-Software,0,2.70,02-Mar,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,No Change,Engineer,12.10,0,1,0,0,0,26,13.51,5,2,7,1,0,Americas,0,0,Other,2012,181123,0.11
0,0,61,Engineer-Software,0,2.70,02-Mar,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,No Change,Engineer,12.10,0,1,0,0,0,26,13.51,5,2,7,1,0,Americas,0,0,Other,2013,181123,0.11
0,0,32,Engineer-Other,0,4.33,04-May,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,2.67,0,0,0,0,0,7,4.33,1,1,2,1,0,Americas,0,0,Other,2012,181144,0.35
0,0,32,Engineer-Other,0,4.33,04-May,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.17,0,0,0,0,0,9,4.33,1,3,4,1,0,Americas,0,0,Other,2013,181144,0.36
0,0,32,Engineer-Other,0,2.17,02-Mar,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.54,0,0,0,0,0,9,4.33,2,4,6,1,0,Americas,0,0,Other,2013,181144,0.36
0,0,29,Engineer-Other,0,0.00,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.27,0,0,0,0,0,6,0.00,0,3,3,1,1,Americas,0,0,USC,2012,181156,0.04
0,0,29,Engineer-Other,0,0.00,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.27,0,0,0,0,0,6,0.00,0,3,3,1,1,Americas,0,0,USC,2013,181156,0.04
0,0,29,Engineer-Other,0,0.00,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,7.14,0,0,0,0,0,7,0.00,0,4,4,1,1,Americas,0,0,USC,2013,181156,0.04
0,0,28,Engineer-Design,0,0.96,0-1,0,0,Masters,Engineering,1,0,USA,Design,1,0,Missing,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,4.76,0,0,0,0,0,7,1.92,2,3,5,1,0,Americas,0,1,University of Illinois,2012,181173,0.05
0,0,28,Engineer-Design,0,1.92,01-Feb,0,0,Masters,Engineering,1,0,USA,Design,1,0,Missing,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,6.38,0,0,0,0,0,8,1.92,1,4,5,1,0,Americas,0,1,University of Illinois,2013,181173,0.05
0,0,25,Engineer-Firmware,0,0.23,0-1,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,1.00,0,0,0,0,0,2,0.92,4,1,5,1,0,Americas,0,0,San Jose State University,2012,181187,0.43
0,0,25,Engineer-Firmware,0,0.31,0-1,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,2.58,0,0,0,0,0,4,0.92,3,2,5,1,0,Americas,0,0,San Jose State University,2013,181187,0.43
0,0,26,Engineer-Other,0,0.83,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,2.33,0,0,0,0,0,4,1.67,2,1,3,1,1,Americas,0,0,USC,2012,181197,0.41
0,0,26,Engineer-Other,0,0.00,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.28,0,0,0,0,0,6,1.67,0,3,3,1,1,Americas,0,0,USC,2013,181197,0.41
0,0,29,Engineer-Software,0,2.92,02-Mar,0,0,Bachelors,Computers,0,0,Other,Software,1,0,Women,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,2.25,0,1,0,0,0,5,2.92,1,1,2,0,0,Unknown,0,0,Other,2012,181210,0.40
0,0,27,Engineer-Systems,0,3.59,03-Apr,0,0,Doctorate,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.58,0,0,0,1,0,10,7.17,2,1,3,1,0,Americas,0,0,Other,2013,181211,0.37
0,0,26,Engineer-Software,0,0.42,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Missing,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.08,0,1,0,0,0,3,0.42,1,1,2,1,0,Americas,0,0,Other,2013,181227,0.42
0,0,31,Engineer-Other,0,1.95,01-Feb,0,0,Missing,Other,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.66,0,0,0,0,0,7,5.84,3,1,4,1,0,Americas,0,0,Other,2013,181230,0.43
0,0,25,Engineer-Software,0,0.25,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Women,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,0.25,0,1,0,0,0,1,0.50,2,1,3,1,0,Americas,0,0,San Jose State University,2013,181240,0.44
0,0,24,Engineer-Software,0,0.14,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.25,0,1,0,0,0,1,0.42,3,1,4,1,0,Americas,1,0,University of California,2014,181246,0.44
0,0,57,Engineer-Firmware,0,6.55,06-Jul,0,0,Missing,Other,0,0,Other,Firmware,1,1,Missing,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,1.67,0,0,0,0,0,15,13.09,2,1,3,0,0,Americas,0,0,Other,2013,181247,0.41
0,0,33,Engineer-Other,0,1.78,01-Feb,0,0,Masters,Other,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,Low,0,No Change,Engineer,4.12,0,0,0,0,0,9,5.34,3,2,5,0,0,APAC,0,0,Other,2013,181249,0.15
0,0,23,Engineer-Software,0,0.78,0-1,0,0,Doctorate,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.25,0,1,0,0,0,4,3.92,5,1,6,1,0,Americas,0,0,Other,2013,181250,0.43
0,0,33,Engineer-Software,0,2.78,02-Mar,0,0,Masters,Computers,0,0,India,Software,1,0,Missing,1,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.50,0,1,0,0,0,10,8.34,3,1,4,0,0,India,0,0,Other,2013,181254,0.41
0,0,33,Engineer-Software,0,2.78,02-Mar,0,0,Masters,Computers,0,0,India,Software,1,0,Missing,1,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.50,0,1,0,0,0,10,8.34,3,1,4,0,0,India,0,0,Other,2014,181254,0.41
0,0,24,Engineer-Other,0,3.78,03-Apr,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.92,0,0,0,0,0,27,26.44,7,1,8,1,0,Americas,1,0,University of California,2013,181274,0.40
0,0,24,Engineer-Other,0,3.78,03-Apr,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.92,0,0,0,0,0,27,26.44,7,1,8,1,0,Americas,1,0,University of California,2014,181274,0.40
0,0,25,Engineer-Design,0,0.30,0-1,0,0,Masters,Computers,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.67,0,0,0,0,0,4,0.91,3,1,4,1,0,Americas,0,0,Other,2013,181286,0.41
0,0,25,Engineer-Design,0,0.46,0-1,0,0,Masters,Computers,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.55,0,0,0,0,0,4,0.91,2,2,4,1,0,Americas,0,0,Other,2013,181286,0.41
0,0,25,Engineer-Design,0,0.30,0-1,0,0,Masters,Computers,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.67,0,0,0,0,0,4,0.91,3,1,4,1,0,Americas,0,0,Other,2014,181286,0.41
0,0,22,Engineer-Software,0,0.33,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.00,0,1,0,0,0,1,0.33,1,1,2,1,0,Americas,0,0,Other,2013,181314,0.43
0,0,22,Engineer-Software,0,0.33,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.00,0,1,0,0,0,1,0.33,1,1,2,1,0,Americas,0,0,Other,2014,181314,0.43
0,0,55,Engineer-Director-VP-Mgmt,0,2.10,02-Mar,0,0,Missing,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,5.01,0,0,0,0,0,20,14.68,7,1,8,1,0,Americas,0,0,Other,2013,181318,0.42
0,0,55,Engineer-Director-VP-Mgmt,0,2.45,02-Mar,0,0,Missing,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,6.96,0,0,0,0,0,22,14.68,6,2,8,1,0,Americas,0,0,Other,2013,181318,0.39
0,0,55,Engineer-Director-VP-Mgmt,0,2.45,02-Mar,0,0,Missing,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,6.96,0,0,0,0,0,22,14.68,6,2,8,1,0,Americas,0,0,Other,2014,181318,0.39
0,0,30,Engineer-Systems,0,2.46,02-Mar,0,0,Bachelors,Other,0,0,Other,Systems,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,7.33,0,0,0,1,0,12,4.92,2,1,3,0,0,APAC,0,0,Other,2013,181320,0.31
0,0,26,Engineer-Systems,0,0.60,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.67,0,0,0,1,0,6,3.00,5,1,6,1,0,Americas,0,0,Other,2013,181335,0.41
